Review_id,Rating,Location,Category,Review_len,Sentiment_title,Sentiment_review,Score_title_reliability,Score_review_reliability,Location_Category,Location_Sentiment_title,Location_Sentiment_review,Category_Sentiment_title,Category_Sentiment_review,Sentiment_Score_title_reliability,Sentiment_Score_review_reliability,Location_Sentiment_title_reliability,Location_Sentiment_review_reliability,Category_Sentiment_title_reliability,Category_Sentiment_review_reliability
5157844844,1 star,Miri,Seafood,121,joy,joy,unreliable,reliable,Miri_Seafood,Miri_joy,Miri_joy,Seafood_joy,Seafood_joy,joy_unreliable,joy_reliable,Miri_joy_unreliable,Miri_joy_reliable,Seafood_joy_unreliable,Seafood_joy_reliable
3510630194,2 star,Melaka,Seafood,420,anger,sadness,reliable,reliable,Melaka_Seafood,Melaka_anger,Melaka_sadness,Seafood_anger,Seafood_sadness,anger_reliable,sadness_reliable,Melaka_anger_reliable,Melaka_sadness_reliable,Seafood_anger_reliable,Seafood_sadness_reliable
3246211483,5 star,KL,Fine Dining,1242,joy,joy,unreliable,reliable,KL_Fine Dining,KL_joy,KL_joy,Fine Dining_joy,Fine Dining_joy,joy_unreliable,joy_reliable,KL_joy_unreliable,KL_joy_reliable,Fine Dining_joy_unreliable,Fine Dining_joy_reliable
4991291003,3 star,Miri,Seafood,804,joy,fear,reliable,unreliable,Miri_Seafood,Miri_joy,Miri_fear,Seafood_joy,Seafood_fear,joy_reliable,fear_unreliable,Miri_joy_reliable,Miri_fear_unreliable,Seafood_joy_reliable,Seafood_fear_unreliable
7838638379,4 star,JB,Mexican,486,love,joy,reliable,unreliable,JB_Mexican,JB_love,JB_joy,Mexican_love,Mexican_joy,love_reliable,joy_unreliable,JB_love_reliable,JB_joy_unreliable,Mexican_love_reliable,Mexican_joy_unreliable
9863768739,1 star,Melaka,Mediterranean,200,anger,anger,reliable,unreliable,Melaka_Mediterranean,Melaka_anger,Melaka_anger,Mediterranean_anger,Mediterranean_anger,anger_reliable,anger_unreliable,Melaka_anger_reliable,Melaka_anger_unreliable,Mediterranean_anger_reliable,Mediterranean_anger_unreliable
4734573575,1 star,KL,Mediterranean,850,sadness,sadness,reliable,reliable,KL_Mediterranean,KL_sadness,KL_sadness,Mediterranean_sadness,Mediterranean_sadness,sadness_reliable,sadness_reliable,KL_sadness_reliable,KL_sadness_reliable,Mediterranean_sadness_reliable,Mediterranean_sadness_reliable
3000457773,1 star,Penang,Seafood,398,anger,joy,unreliable,reliable,Penang_Seafood,Penang_anger,Penang_joy,Seafood_anger,Seafood_joy,anger_unreliable,joy_reliable,Penang_anger_unreliable,Penang_joy_reliable,Seafood_anger_unreliable,Seafood_joy_reliable
8472900372,4 star,KL,Mexican,216,joy,joy,reliable,reliable,KL_Mexican,KL_joy,KL_joy,Mexican_joy,Mexican_joy,joy_reliable,joy_reliable,KL_joy_reliable,KL_joy_reliable,Mexican_joy_reliable,Mexican_joy_reliable
3798952741,2 star,KL,Italian,855,sadness,anger,reliable,reliable,KL_Italian,KL_sadness,KL_anger,Italian_sadness,Italian_anger,sadness_reliable,anger_reliable,KL_sadness_reliable,KL_anger_reliable,Italian_sadness_reliable,Italian_anger_reliable
2049896366,4 star,Penang,Fine Dining,901,joy,joy,reliable,reliable,Penang_Fine Dining,Penang_joy,Penang_joy,Fine Dining_joy,Fine Dining_joy,joy_reliable,joy_reliable,Penang_joy_reliable,Penang_joy_reliable,Fine Dining_joy_reliable,Fine Dining_joy_reliable
9449948608,1 star,JB,Italian,781,fear,joy,unreliable,unreliable,JB_Italian,JB_fear,JB_joy,Italian_fear,Italian_joy,fear_unreliable,joy_unreliable,JB_fear_unreliable,JB_joy_unreliable,Italian_fear_unreliable,Italian_joy_unreliable
9094931292,1 star,Melaka,Seafood,1273,anger,anger,unreliable,reliable,Melaka_Seafood,Melaka_anger,Melaka_anger,Seafood_anger,Seafood_anger,anger_unreliable,anger_reliable,Melaka_anger_unreliable,Melaka_anger_reliable,Seafood_anger_unreliable,Seafood_anger_reliable
7955126511,2 star,KL,Seafood,193,joy,anger,reliable,reliable,KL_Seafood,KL_joy,KL_anger,Seafood_joy,Seafood_anger,joy_reliable,anger_reliable,KL_joy_reliable,KL_anger_reliable,Seafood_joy_reliable,Seafood_anger_reliable
1353041542,4 star,KL,Mexican,348,joy,surprise,reliable,unreliable,KL_Mexican,KL_joy,KL_surprise,Mexican_joy,Mexican_surprise,joy_reliable,surprise_unreliable,KL_joy_reliable,KL_surprise_unreliable,Mexican_joy_reliable,Mexican_surprise_unreliable
4370708606,2 star,KL,Fine Dining,168,anger,anger,unreliable,reliable,KL_Fine Dining,KL_anger,KL_anger,Fine Dining_anger,Fine Dining_anger,anger_unreliable,anger_reliable,KL_anger_unreliable,KL_anger_reliable,Fine Dining_anger_unreliable,Fine Dining_anger_reliable
8366161381,5 star,JB,Seafood,1345,joy,joy,reliable,reliable,JB_Seafood,JB_joy,JB_joy,Seafood_joy,Seafood_joy,joy_reliable,joy_reliable,JB_joy_reliable,JB_joy_reliable,Seafood_joy_reliable,Seafood_joy_reliable
5791556819,4 star,KL,Italian,317,joy,love,reliable,reliable,KL_Italian,KL_joy,KL_love,Italian_joy,Italian_love,joy_reliable,love_reliable,KL_joy_reliable,KL_love_reliable,Italian_joy_reliable,Italian_love_reliable
6937169973,1 star,KL,Mediterranean,1668,sadness,sadness,reliable,reliable,KL_Mediterranean,KL_sadness,KL_sadness,Mediterranean_sadness,Mediterranean_sadness,sadness_reliable,sadness_reliable,KL_sadness_reliable,KL_sadness_reliable,Mediterranean_sadness_reliable,Mediterranean_sadness_reliable
7677228495,5 star,Langkawi,Seafood,400,joy,joy,reliable,reliable,Langkawi_Seafood,Langkawi_joy,Langkawi_joy,Seafood_joy,Seafood_joy,joy_reliable,joy_reliable,Langkawi_joy_reliable,Langkawi_joy_reliable,Seafood_joy_reliable,Seafood_joy_reliable
2069007915,4 star,Melaka,Fine Dining,187,joy,joy,reliable,reliable,Melaka_Fine Dining,Melaka_joy,Melaka_joy,Fine Dining_joy,Fine Dining_joy,joy_reliable,joy_reliable,Melaka_joy_reliable,Melaka_joy_reliable,Fine Dining_joy_reliable,Fine Dining_joy_reliable
5931187590,3 star,KL,Fine Dining,1159,joy,love,reliable,reliable,KL_Fine Dining,KL_joy,KL_love,Fine Dining_joy,Fine Dining_love,joy_reliable,love_reliable,KL_joy_reliable,KL_love_reliable,Fine Dining_joy_reliable,Fine Dining_love_reliable
4145637088,1 star,KL,Italian,129,anger,anger,unreliable,unreliable,KL_Italian,KL_anger,KL_anger,Italian_anger,Italian_anger,anger_unreliable,anger_unreliable,KL_anger_unreliable,KL_anger_unreliable,Italian_anger_unreliable,Italian_anger_unreliable
2913469585,1 star,KL,Italian,347,anger,anger,unreliable,unreliable,KL_Italian,KL_anger,KL_anger,Italian_anger,Italian_anger,anger_unreliable,anger_unreliable,KL_anger_unreliable,KL_anger_unreliable,Italian_anger_unreliable,Italian_anger_unreliable
5444070164,5 star,KL,Mexican,242,love,joy,reliable,reliable,KL_Mexican,KL_love,KL_joy,Mexican_love,Mexican_joy,love_reliable,joy_reliable,KL_love_reliable,KL_joy_reliable,Mexican_love_reliable,Mexican_joy_reliable
9082107354,1 star,Melaka,Mediterranean,292,sadness,anger,unreliable,reliable,Melaka_Mediterranean,Melaka_sadness,Melaka_anger,Mediterranean_sadness,Mediterranean_anger,sadness_unreliable,anger_reliable,Melaka_sadness_unreliable,Melaka_anger_reliable,Mediterranean_sadness_unreliable,Mediterranean_anger_reliable
7357776442,5 star,KL,Fine Dining,151,joy,joy,reliable,unreliable,KL_Fine Dining,KL_joy,KL_joy,Fine Dining_joy,Fine Dining_joy,joy_reliable,joy_unreliable,KL_joy_reliable,KL_joy_unreliable,Fine Dining_joy_reliable,Fine Dining_joy_unreliable
5227711903,5 star,KL,Seafood,195,joy,joy,reliable,reliable,KL_Seafood,KL_joy,KL_joy,Seafood_joy,Seafood_joy,joy_reliable,joy_reliable,KL_joy_reliable,KL_joy_reliable,Seafood_joy_reliable,Seafood_joy_reliable
6727535833,1 star,Melaka,Fine Dining,112,anger,anger,reliable,reliable,Melaka_Fine Dining,Melaka_anger,Melaka_anger,Fine Dining_anger,Fine Dining_anger,anger_reliable,anger_reliable,Melaka_anger_reliable,Melaka_anger_reliable,Fine Dining_anger_reliable,Fine Dining_anger_reliable
8285908904,1 star,KL,Italian,1586,sadness,love,unreliable,unreliable,KL_Italian,KL_sadness,KL_love,Italian_sadness,Italian_love,sadness_unreliable,love_unreliable,KL_sadness_unreliable,KL_love_unreliable,Italian_sadness_unreliable,Italian_love_unreliable
9054887093,1 star,Melaka,Mexican,3395,anger,anger,unreliable,reliable,Melaka_Mexican,Melaka_anger,Melaka_anger,Mexican_anger,Mexican_anger,anger_unreliable,anger_reliable,Melaka_anger_unreliable,Melaka_anger_reliable,Mexican_anger_unreliable,Mexican_anger_reliable
3654522129,4 star,KL,Mexican,203,joy,joy,reliable,unreliable,KL_Mexican,KL_joy,KL_joy,Mexican_joy,Mexican_joy,joy_reliable,joy_unreliable,KL_joy_reliable,KL_joy_unreliable,Mexican_joy_reliable,Mexican_joy_unreliable
6745618273,2 star,KL,Fine Dining,129,joy,anger,reliable,unreliable,KL_Fine Dining,KL_joy,KL_anger,Fine Dining_joy,Fine Dining_anger,joy_reliable,anger_unreliable,KL_joy_reliable,KL_anger_unreliable,Fine Dining_joy_reliable,Fine Dining_anger_unreliable
4354559861,2 star,Melaka,Fine Dining,383,sadness,anger,unreliable,reliable,Melaka_Fine Dining,Melaka_sadness,Melaka_anger,Fine Dining_sadness,Fine Dining_anger,sadness_unreliable,anger_reliable,Melaka_sadness_unreliable,Melaka_anger_reliable,Fine Dining_sadness_unreliable,Fine Dining_anger_reliable
8706971661,1 star,KL,Fine Dining,201,joy,sadness,unreliable,reliable,KL_Fine Dining,KL_joy,KL_sadness,Fine Dining_joy,Fine Dining_sadness,joy_unreliable,sadness_reliable,KL_joy_unreliable,KL_sadness_reliable,Fine Dining_joy_unreliable,Fine Dining_sadness_reliable
6360957385,2 star,KL,Seafood,574,anger,sadness,unreliable,reliable,KL_Seafood,KL_anger,KL_sadness,Seafood_anger,Seafood_sadness,anger_unreliable,sadness_reliable,KL_anger_unreliable,KL_sadness_reliable,Seafood_anger_unreliable,Seafood_sadness_reliable
9712040838,2 star,KL,Mediterranean,561,anger,joy,unreliable,reliable,KL_Mediterranean,KL_anger,KL_joy,Mediterranean_anger,Mediterranean_joy,anger_unreliable,joy_reliable,KL_anger_unreliable,KL_joy_reliable,Mediterranean_anger_unreliable,Mediterranean_joy_reliable
8506433614,4 star,KL,Italian,180,joy,surprise,reliable,unreliable,KL_Italian,KL_joy,KL_surprise,Italian_joy,Italian_surprise,joy_reliable,surprise_unreliable,KL_joy_reliable,KL_surprise_unreliable,Italian_joy_reliable,Italian_surprise_unreliable
1944458673,2 star,KL,Seafood,1855,joy,sadness,reliable,reliable,KL_Seafood,KL_joy,KL_sadness,Seafood_joy,Seafood_sadness,joy_reliable,sadness_reliable,KL_joy_reliable,KL_sadness_reliable,Seafood_joy_reliable,Seafood_sadness_reliable
1214956505,1 star,KL,Mexican,395,sadness,anger,reliable,unreliable,KL_Mexican,KL_sadness,KL_anger,Mexican_sadness,Mexican_anger,sadness_reliable,anger_unreliable,KL_sadness_reliable,KL_anger_unreliable,Mexican_sadness_reliable,Mexican_anger_unreliable
2038812263,4 star,KL,Mediterranean,700,joy,joy,reliable,reliable,KL_Mediterranean,KL_joy,KL_joy,Mediterranean_joy,Mediterranean_joy,joy_reliable,joy_reliable,KL_joy_reliable,KL_joy_reliable,Mediterranean_joy_reliable,Mediterranean_joy_reliable
1740366531,4 star,Langkawi,Mediterranean,218,joy,joy,reliable,reliable,Langkawi_Mediterranean,Langkawi_joy,Langkawi_joy,Mediterranean_joy,Mediterranean_joy,joy_reliable,joy_reliable,Langkawi_joy_reliable,Langkawi_joy_reliable,Mediterranean_joy_reliable,Mediterranean_joy_reliable
3638909613,2 star,Melaka,Fine Dining,588,sadness,sadness,reliable,reliable,Melaka_Fine Dining,Melaka_sadness,Melaka_sadness,Fine Dining_sadness,Fine Dining_sadness,sadness_reliable,sadness_reliable,Melaka_sadness_reliable,Melaka_sadness_reliable,Fine Dining_sadness_reliable,Fine Dining_sadness_reliable
6946176383,3 star,KL,Seafood,560,joy,joy,reliable,reliable,KL_Seafood,KL_joy,KL_joy,Seafood_joy,Seafood_joy,joy_reliable,joy_reliable,KL_joy_reliable,KL_joy_reliable,Seafood_joy_reliable,Seafood_joy_reliable
2052314441,2 star,Miri,Fine Dining,106,joy,sadness,reliable,reliable,Miri_Fine Dining,Miri_joy,Miri_sadness,Fine Dining_joy,Fine Dining_sadness,joy_reliable,sadness_reliable,Miri_joy_reliable,Miri_sadness_reliable,Fine Dining_joy_reliable,Fine Dining_sadness_reliable
5622314574,5 star,Penang,Fine Dining,179,joy,joy,reliable,reliable,Penang_Fine Dining,Penang_joy,Penang_joy,Fine Dining_joy,Fine Dining_joy,joy_reliable,joy_reliable,Penang_joy_reliable,Penang_joy_reliable,Fine Dining_joy_reliable,Fine Dining_joy_reliable
5563456264,5 star,Penang,Mexican,536,joy,joy,reliable,reliable,Penang_Mexican,Penang_joy,Penang_joy,Mexican_joy,Mexican_joy,joy_reliable,joy_reliable,Penang_joy_reliable,Penang_joy_reliable,Mexican_joy_reliable,Mexican_joy_reliable
1735022939,2 star,KL,Italian,305,anger,joy,unreliable,reliable,KL_Italian,KL_anger,KL_joy,Italian_anger,Italian_joy,anger_unreliable,joy_reliable,KL_anger_unreliable,KL_joy_reliable,Italian_anger_unreliable,Italian_joy_reliable
1800740773,3 star,Melaka,Italian,516,fear,anger,unreliable,reliable,Melaka_Italian,Melaka_fear,Melaka_anger,Italian_fear,Italian_anger,fear_unreliable,anger_reliable,Melaka_fear_unreliable,Melaka_anger_reliable,Italian_fear_unreliable,Italian_anger_reliable
4442002192,1 star,Melaka,Mediterranean,399,anger,anger,reliable,reliable,Melaka_Mediterranean,Melaka_anger,Melaka_anger,Mediterranean_anger,Mediterranean_anger,anger_reliable,anger_reliable,Melaka_anger_reliable,Melaka_anger_reliable,Mediterranean_anger_reliable,Mediterranean_anger_reliable
9817798094,1 star,Kuching,Fine Dining,537,anger,sadness,reliable,unreliable,Kuching_Fine Dining,Kuching_anger,Kuching_sadness,Fine Dining_anger,Fine Dining_sadness,anger_reliable,sadness_unreliable,Kuching_anger_reliable,Kuching_sadness_unreliable,Fine Dining_anger_reliable,Fine Dining_sadness_unreliable
1776176219,3 star,Ipoh,Seafood,232,joy,joy,reliable,reliable,Ipoh_Seafood,Ipoh_joy,Ipoh_joy,Seafood_joy,Seafood_joy,joy_reliable,joy_reliable,Ipoh_joy_reliable,Ipoh_joy_reliable,Seafood_joy_reliable,Seafood_joy_reliable
5731302968,1 star,Kuching,Mediterranean,152,sadness,anger,unreliable,unreliable,Kuching_Mediterranean,Kuching_sadness,Kuching_anger,Mediterranean_sadness,Mediterranean_anger,sadness_unreliable,anger_unreliable,Kuching_sadness_unreliable,Kuching_anger_unreliable,Mediterranean_sadness_unreliable,Mediterranean_anger_unreliable
4071202617,4 star,KL,Fine Dining,137,joy,joy,reliable,unreliable,KL_Fine Dining,KL_joy,KL_joy,Fine Dining_joy,Fine Dining_joy,joy_reliable,joy_unreliable,KL_joy_reliable,KL_joy_unreliable,Fine Dining_joy_reliable,Fine Dining_joy_unreliable
8438891088,1 star,KL,Italian,232,anger,anger,reliable,unreliable,KL_Italian,KL_anger,KL_anger,Italian_anger,Italian_anger,anger_reliable,anger_unreliable,KL_anger_reliable,KL_anger_unreliable,Italian_anger_reliable,Italian_anger_unreliable
6609992372,2 star,Penang,Italian,244,anger,joy,unreliable,reliable,Penang_Italian,Penang_anger,Penang_joy,Italian_anger,Italian_joy,anger_unreliable,joy_reliable,Penang_anger_unreliable,Penang_joy_reliable,Italian_anger_unreliable,Italian_joy_reliable
8232054427,4 star,Penang,Italian,307,joy,joy,unreliable,reliable,Penang_Italian,Penang_joy,Penang_joy,Italian_joy,Italian_joy,joy_unreliable,joy_reliable,Penang_joy_unreliable,Penang_joy_reliable,Italian_joy_unreliable,Italian_joy_reliable
5277741942,1 star,KL,Mexican,167,joy,anger,reliable,unreliable,KL_Mexican,KL_joy,KL_anger,Mexican_joy,Mexican_anger,joy_reliable,anger_unreliable,KL_joy_reliable,KL_anger_unreliable,Mexican_joy_reliable,Mexican_anger_unreliable
8646734917,4 star,KL,Fine Dining,568,joy,joy,reliable,reliable,KL_Fine Dining,KL_joy,KL_joy,Fine Dining_joy,Fine Dining_joy,joy_reliable,joy_reliable,KL_joy_reliable,KL_joy_reliable,Fine Dining_joy_reliable,Fine Dining_joy_reliable
7742652304,4 star,KL,Fine Dining,913,joy,love,unreliable,reliable,KL_Fine Dining,KL_joy,KL_love,Fine Dining_joy,Fine Dining_love,joy_unreliable,love_reliable,KL_joy_unreliable,KL_love_reliable,Fine Dining_joy_unreliable,Fine Dining_love_reliable
3628675782,2 star,Melaka,Mediterranean,642,sadness,joy,unreliable,reliable,Melaka_Mediterranean,Melaka_sadness,Melaka_joy,Mediterranean_sadness,Mediterranean_joy,sadness_unreliable,joy_reliable,Melaka_sadness_unreliable,Melaka_joy_reliable,Mediterranean_sadness_unreliable,Mediterranean_joy_reliable
7997116902,4 star,KL,Mexican,163,joy,joy,reliable,reliable,KL_Mexican,KL_joy,KL_joy,Mexican_joy,Mexican_joy,joy_reliable,joy_reliable,KL_joy_reliable,KL_joy_reliable,Mexican_joy_reliable,Mexican_joy_reliable
7289541996,3 star,Langkawi,Seafood,151,joy,joy,reliable,unreliable,Langkawi_Seafood,Langkawi_joy,Langkawi_joy,Seafood_joy,Seafood_joy,joy_reliable,joy_unreliable,Langkawi_joy_reliable,Langkawi_joy_unreliable,Seafood_joy_reliable,Seafood_joy_unreliable
6855753140,2 star,Kuching,Fine Dining,957,sadness,joy,reliable,reliable,Kuching_Fine Dining,Kuching_sadness,Kuching_joy,Fine Dining_sadness,Fine Dining_joy,sadness_reliable,joy_reliable,Kuching_sadness_reliable,Kuching_joy_reliable,Fine Dining_sadness_reliable,Fine Dining_joy_reliable
2008425587,5 star,JB,Mexican,177,joy,joy,reliable,reliable,JB_Mexican,JB_joy,JB_joy,Mexican_joy,Mexican_joy,joy_reliable,joy_reliable,JB_joy_reliable,JB_joy_reliable,Mexican_joy_reliable,Mexican_joy_reliable
7193015438,2 star,KL,Mediterranean,1081,anger,sadness,unreliable,unreliable,KL_Mediterranean,KL_anger,KL_sadness,Mediterranean_anger,Mediterranean_sadness,anger_unreliable,sadness_unreliable,KL_anger_unreliable,KL_sadness_unreliable,Mediterranean_anger_unreliable,Mediterranean_sadness_unreliable
2329030720,3 star,Melaka,Italian,215,anger,sadness,unreliable,reliable,Melaka_Italian,Melaka_anger,Melaka_sadness,Italian_anger,Italian_sadness,anger_unreliable,sadness_reliable,Melaka_anger_unreliable,Melaka_sadness_reliable,Italian_anger_unreliable,Italian_sadness_reliable
6324477989,4 star,Penang,Mediterranean,142,love,joy,reliable,reliable,Penang_Mediterranean,Penang_love,Penang_joy,Mediterranean_love,Mediterranean_joy,love_reliable,joy_reliable,Penang_love_reliable,Penang_joy_reliable,Mediterranean_love_reliable,Mediterranean_joy_reliable
9732673244,2 star,Shah Alam,Italian,189,sadness,anger,reliable,unreliable,Shah Alam_Italian,Shah Alam_sadness,Shah Alam_anger,Italian_sadness,Italian_anger,sadness_reliable,anger_unreliable,Shah Alam_sadness_reliable,Shah Alam_anger_unreliable,Italian_sadness_reliable,Italian_anger_unreliable
6171205778,2 star,KL,Seafood,225,anger,anger,reliable,reliable,KL_Seafood,KL_anger,KL_anger,Seafood_anger,Seafood_anger,anger_reliable,anger_reliable,KL_anger_reliable,KL_anger_reliable,Seafood_anger_reliable,Seafood_anger_reliable
9485755936,2 star,Ipoh,Fine Dining,338,fear,sadness,unreliable,reliable,Ipoh_Fine Dining,Ipoh_fear,Ipoh_sadness,Fine Dining_fear,Fine Dining_sadness,fear_unreliable,sadness_reliable,Ipoh_fear_unreliable,Ipoh_sadness_reliable,Fine Dining_fear_unreliable,Fine Dining_sadness_reliable
2519570018,5 star,KL,Fine Dining,126,joy,joy,reliable,reliable,KL_Fine Dining,KL_joy,KL_joy,Fine Dining_joy,Fine Dining_joy,joy_reliable,joy_reliable,KL_joy_reliable,KL_joy_reliable,Fine Dining_joy_reliable,Fine Dining_joy_reliable
3795077035,3 star,Ipoh,Mexican,234,joy,joy,reliable,reliable,Ipoh_Mexican,Ipoh_joy,Ipoh_joy,Mexican_joy,Mexican_joy,joy_reliable,joy_reliable,Ipoh_joy_reliable,Ipoh_joy_reliable,Mexican_joy_reliable,Mexican_joy_reliable
2162060967,4 star,KL,Italian,262,joy,joy,reliable,reliable,KL_Italian,KL_joy,KL_joy,Italian_joy,Italian_joy,joy_reliable,joy_reliable,KL_joy_reliable,KL_joy_reliable,Italian_joy_reliable,Italian_joy_reliable
9853238440,5 star,Shah Alam,Mexican,119,joy,joy,reliable,unreliable,Shah Alam_Mexican,Shah Alam_joy,Shah Alam_joy,Mexican_joy,Mexican_joy,joy_reliable,joy_unreliable,Shah Alam_joy_reliable,Shah Alam_joy_unreliable,Mexican_joy_reliable,Mexican_joy_unreliable
4142887965,2 star,KL,Mediterranean,1381,sadness,sadness,reliable,reliable,KL_Mediterranean,KL_sadness,KL_sadness,Mediterranean_sadness,Mediterranean_sadness,sadness_reliable,sadness_reliable,KL_sadness_reliable,KL_sadness_reliable,Mediterranean_sadness_reliable,Mediterranean_sadness_reliable
6042650294,1 star,KL,Mediterranean,421,anger,joy,reliable,unreliable,KL_Mediterranean,KL_anger,KL_joy,Mediterranean_anger,Mediterranean_joy,anger_reliable,joy_unreliable,KL_anger_reliable,KL_joy_unreliable,Mediterranean_anger_reliable,Mediterranean_joy_unreliable
8709201264,2 star,Shah Alam,Mediterranean,242,joy,love,unreliable,reliable,Shah Alam_Mediterranean,Shah Alam_joy,Shah Alam_love,Mediterranean_joy,Mediterranean_love,joy_unreliable,love_reliable,Shah Alam_joy_unreliable,Shah Alam_love_reliable,Mediterranean_joy_unreliable,Mediterranean_love_reliable
6335177391,2 star,KL,Mediterranean,229,joy,joy,unreliable,reliable,KL_Mediterranean,KL_joy,KL_joy,Mediterranean_joy,Mediterranean_joy,joy_unreliable,joy_reliable,KL_joy_unreliable,KL_joy_reliable,Mediterranean_joy_unreliable,Mediterranean_joy_reliable
4937464967,1 star,KL,Italian,419,sadness,anger,reliable,unreliable,KL_Italian,KL_sadness,KL_anger,Italian_sadness,Italian_anger,sadness_reliable,anger_unreliable,KL_sadness_reliable,KL_anger_unreliable,Italian_sadness_reliable,Italian_anger_unreliable
6230150590,2 star,Penang,Fine Dining,199,joy,joy,reliable,unreliable,Penang_Fine Dining,Penang_joy,Penang_joy,Fine Dining_joy,Fine Dining_joy,joy_reliable,joy_unreliable,Penang_joy_reliable,Penang_joy_unreliable,Fine Dining_joy_reliable,Fine Dining_joy_unreliable
8441280323,3 star,KL,Fine Dining,577,joy,joy,reliable,reliable,KL_Fine Dining,KL_joy,KL_joy,Fine Dining_joy,Fine Dining_joy,joy_reliable,joy_reliable,KL_joy_reliable,KL_joy_reliable,Fine Dining_joy_reliable,Fine Dining_joy_reliable
